"Storage 
Area","Storage 
Sequence","Item 
Number",Item Name,Pack,On Hand Count,"Gross Case 
Weight",TIxHI,Remaining Shelf life on existing inventory,Inventory Lot Number,03/01/25-03/31/25,04/01/25-04/30/25,05/01/25-05/31/25,06/01/25-06/23/25,06/24/25-07/31/25,08/01/25-08/31/25,09/01/25-09/30/25,10/01/25-10/31/25,11/01/25-11/30/25,12/01/25-12/31/25,01/01/26-01/31/26,02/01/26-02/24/26,Total Usage,,,
7,5005,111,PC DRESS CAESAR CRMY,60 EA/CS,,,,,,21,25,11,7,19,25,57,52,28,21,33,33,332,,,
7,5053,588,PC DRESS FF FRENCH,60 EA/CS,,,,,,2,0,0,1,0,3,2,1,0,0,1,2,12,,,
7,5009,555,PC DRESS FF HONEY DIJON,60 EA/CS,,,,,,2,0,1,0,5,11,13,10,5,8,5,8,68,,,
7,5013,594,PC DRESS FF ITALIAN,60 EA/CS,,,,,,7,13,6,1,5,9,12,10,6,8,9,8,94,,,
7,5037,579,PC DRESS FF RANCH,60 EA/CS,,,,,,13,18,7,0,5,11,13,14,11,11,10,9,122,,,
7,5049,520,PC DRESS FF VIN RASPBERRY,60 EA/CS,,,,,,7,10,3,0,4,11,7,5,5,5,7,2,66,,,
7,5041,731,PC DRESS ITALIAN GOLDEN,60 EA/CS,,,,,,13,17,10,16,12,25,35,26,6,11,17,10,198,,,
7,4586,97,PC DRESS MAYONNAISE,500EA/CS,,,,,,5,6,6,3,7,7,15,8,5,4,5,4,75,,,
7,5045,734,PC DRESS RANCH GARDEN,60 EA/CS,,,,,,35,37,13,7,27,38,46,48,20,23,31,31,356,,,
7,5033,3741,PC DRESS VIN BALSAMIC,60-1.5 OZ/CS,,,,,,12,15,7,3,8,11,14,20,10,8,9,13,130,,,
7,5992,2526,PC HONEY,200 EA/CASE,,,,,,12,16,8,3,6,11,12,29,23,13,18,14,165,,,
7,6056,200,PC JELLY GRAPE,200/CS,,,,,,9,2,0,1,7,8,6,22,7,9,8,7,86,,,
7,6008,207,PC JELLY STRAWBERRY JAM,200/CS,,,,,,9,9,0,3,9,12,9,22,12,9,11,11,116,,,
17,49,48,PC MARGARINE CUPS,600 EA/CS,,,,,,0,0,0,2,7,0,0,6,4,0,1,1,21,,,
7,5061,4653,PC PEANUT BUTTER 0.75OZ,200 EA/CS,,,,,,19,15,6,1,10,11,18,20,17,10,11,17,155,,,
7,4602,74,PC SAUCE CATSUP,1000/CS,,,,,,4,7,2,1,6,3,8,7,6,1,5,7,57,,,
7,5071,114,PC SAUCE DIPPING BARBEQUE,100/CS,,,,,,23,35,1,6,0,20,39,37,40,18,32,25,276,,,
7,4590,1165,PC SAUCE DIPPING BUFFALO,100 EA/CASE,,,,,,10,16,0,0,0,24,14,22,16,5,18,16,141,,,
7,4558,119,PC SAUCE DIPPING MUSTARD HONEY,100/CS,,,,,,17,19,6,13,0,28,28,23,4,1,29,17,185,,,
7,5086,121,PC SAUCE DIPPING SWT & SOUR,100/CS,,,,,,13,21,1,0,1,8,12,10,9,7,9,9,100,,,
7,4610,4736,PC SAUCE HONEY HOT WING,100 EA/CS,,,,,,15,13,3,0,6,13,20,18,16,6,18,13,141,,,
7,6006,99,PC SAUCE MUSTARD YEL,500/CS,,,,,,5,5,7,3,4,8,5,8,2,1,1,2,51,,,
7,6532,1593,PC SAUCE SOY,200 EA/CS,,,,,,45,54,9,1,3,24,66,41,24,26,36,36,365,,,
7,5994,1585,PC SPICE PEPPER,6000/CS,,,,,,1,1,0,0,1,1,4,2,0,2,6,5,21,,,
7,6000,1586,PC SPICE SALT,6000/CS,,,,,,3,4,2,1,2,1,5,8,1,2,8,1,38,,,
7,4609,412,PC SUGAR,2000/CS,,,,,,9,10,3,2,5,13,11,13,10,4,7,10,97,,,
7,6032,414,PC SWTNR ARTFCL EQUAL,2000/CASE,,,,,,1,3,2,0,0,2,3,1,2,3,1,6,24,,,
7,6048,4899,PC SWTNR ARTFCL SPLENDA,2000/CASE,,,,,,2,8,2,0,0,4,2,6,5,4,7,12,52,,,
7,5011,418,PC SYRUP TABLE,100/CS,,,,,,29,31,3,0,11,40,33,45,24,18,31,27,292,MFG 5150002283,GTIN 00051500022832,
95,-9,3833,PCI LNDRY CORNERSTONE JACKET,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,4589,204,PEANUT BUTTER CRMY,8-2.5#/CS,,,,,,6,12,2,0,1,4,10,8,4,5,6,6,64,,,
7,4075,1429,PEPPERS BANANA RING,4 GAL/CASE,,,,,,37,35,12,4,13,32,52,53,34,41,42,30,385,,,
7,4069,2283,PEPPERS JALAPENO SLCD,4-1 GAL/CS,,,,,,19,43,4,5,16,29,68,53,36,18,33,37,361,,,
7,6308,105,PEPPERS PEPPERONCINI HOT WHL GREEN,4/GAL,,,,,,0,0,0,0,1,2,2,2,0,2,2,1,12,,,
8,8560,3020,"PICK BAMBOO KNOT 3.5""",1000/BX,,,,,,8,1,7,0,0,1,4,4,0,4,2,3,34,,,
7,4066,106,PICKLE CHIPS DILL THIN KOSHER,4-1 GAL/CS,,,,,,66,114,24,5,28,48,128,115,71,57,87,88,831,,,
17,52,1948,PICKLE DILL SPEAR KOSHER,5 GAL/PAIL,,,,,,8,8,0,2,0,5,1,4,0,0,3,2,33,,,
7,4086,112,PICKLE RELISH SWT KOSHER,4 GAL/CS,,,,,,3,2,1,2,0,4,0,3,2,1,2,-3,17,,,
8,8680,3102,PICNIC PACK COMPOST F/K/S ONLY,250/CS,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,,,
8,8388,7559,PICNIC PACK HVY WT BLACK,250 EA/CS,,,,,,20,33,5,17,7,10,25,24,16,10,19,22,208,,,
37,2987,1756,"PIE SHELL 9""",20 EA/CS,,,,,,15,25,7,2,10,25,35,29,15,7,15,14,199,,,
37,565,515,PIEROGIE CHEDDAR CHEESE,288 EA/BOX,,,,,,37,64,18,6,24,38,38,38,23,27,28,47,388,,,
37,2750,16,PIEROGIE CHEDDAR CHEESE MINI,4-98 EA/CASE,,,,,,6,15,0,4,24,29,54,61,35,13,42,49,332,,,
37,2617,1518,PITA WHIT MED,12-10CT,,,,,,12,28,9,4,10,17,30,14,10,7,13,19,173,,,
8,8913,3780,"PLATE 10"" RD COMPOST",500 EA/CS,,,,,,6,34,71,1,23,18,32,48,17,11,24,23,308,,,
8,8070,4617,"PLATE 6"" RD COMPOST",1000 EA/CS,,,,,,8,25,21,4,17,29,23,43,16,17,12,16,231,,,
8,8491,4620,"PLATE 9"" RD COMPOST",500 EA/CS,,,,,,70,124,50,20,56,56,126,136,73,52,57,71,891,,,
8,8692,4381,"PLATE PAPER 9""",1200/CASE,,,,,,4,4,0,0,0,3,3,3,1,0,4,2,24,,,
8,8744,2416,"PLATE PLSTC 6""SCROLLWARE",180/CS,,,,,,17,29,24,0,12,17,4,9,15,4,15,7,153,,,
8,8965,1348,"PLATE PLSTC 9""SCROLLWARE",240 EA/CS,,,,,,8,6,13,0,10,13,5,7,2,3,7,5,77,,,
8,9540,1173,POLO CAMPUS DINING METZ,5XLARGE,,,,,,0,0,0,0,0,0,35,0,0,0,0,0,35,,,
41,2638,703,PORK BACON CANADIAN STYLE,CATCH WEIGHT,,,,,,567,406,272,40,213,714,548,883,372,182,554,510,5261,,,
41,2633,706,PORK BACON CRUMBLES FC,2-5#/CS,,,,,,10,13,15,3,13,74,39,68,39,42,65,45,426,,,
41,1596,4606,PORK BACON FC ROUND,192 EA/BOX,,,,,,161,122,39,17,45,32,203,195,91,63,85,58,1110,,,
41,1588,3329,PORK BACON FC SLCD,300 EA/CS,,,,,,111,137,31,0,44,60,181,96,84,67,154,115,1080,,,
41,1575,4586,PORK BACON HARDWOOD SMOKED 13-17CT,CATCH WGT/#,,,,,,165,302,15,0,435,180,555,361,90,130,285,180,2698,,,
41,1075,704,PORK BACON SLCD LAYOUT 18-22CT,15 #/CASE,,,,,,377,535,92,23,90,302,492,540,340,215,406,355,3767,,,
41,1579,591,PORK BUTT BNLS,CATCH WGT/#,,,,,,3773,5062,1097,352,1788,4837,5682,6278,2820,1790,4461,3033,40972,,,
41,1087,166,PORK BUTT GROUND FINE,CATCH WGT/LB,,,,,,578,610,132,24,108,142,680,1038,1008,301,538,515,5673,,,
41,2497,58,PORK DICED,LB,,,,,,860,810,30,50,140,1010,1280,1110,220,100,910,390,6910,,,
41,1020,157,PORK FRITTER WHOLE MUSCLE,40-4 OZ/CS,,,,,,84,116,27,12,39,82,118,124,166,93,137,110,1108,,,
41,2003,1975,PORK HAM SMKD BNLS CARVE,CATCH WGT/#,,,,,,0,14,-19,28,0,15,22,15,78,92,56,79,380,,,
41,1608,4716,PORK LOIN BNLS MBG #414,CATCH WGT/#,,,,,,816,686,158,88,87,896,1046,1034,758,749,801,502,7620,,,
41,1995,4904,PORK RIB SPARE ST LOUIS,LB,,,,,,1348,2048,480,195,301,967,2995,2527,1941,1492,2142,2260,18696,,,
41,1019,4349,PORK SAUSAGE ANDOUILLE,CATCH WGT/#,,,,,,521,461,118,40,310,280,1110,762,203,0,320,279,4404,,,
41,2651,932,PORK SAUSAGE CHORIZO LINK,CATCH WGT/#,,,,,,10,0,0,0,0,10,50,0,0,0,3,0,73,,,
41,2713,311,PORK SAUSAGE CHORIZO LOOSE BULK,CATCH WGT/#,,,,,,72,223,123,0,40,40,20,0,20,0,0,0,538,,,
41,2701,668,PORK SAUSAGE ITAL HOT ROPE,CATCH WGT/#,,,,,,0,0,0,0,0,24,132,20,40,20,0,0,236,,,
41,1590,3654,PORK SAUSAGE ITAL LOOSE,CATCH WGT/#,,,,,,225,132,273,75,127,230,405,390,105,75,450,207,2694,,,
41,1567,667,PORK SAUSAGE ITAL SWT ROPE,CATCH WGT/#,,,,,,1180,1070,120,120,360,860,1521,1350,580,300,2070,1819,11350,,,
41,2804,681,PORK SAUSAGE KIELBASA,CATCH WGT/#,,,,,,160,360,0,0,240,1290,270,450,410,200,440,560,4380,,,
41,1576,4596,PORK SAUSAGE PATTY FC 2OZ,10 LB/CASE,,,,,,276,354,118,21,120,184,438,409,263,192,332,297,3004,,,
41,2031,2835,PORK SAUSAGE RAW 1OZ LINK,CATCH WGT/#,,,,,,636,1068,552,402,244,252,942,770,216,204,384,642,6312,,,
41,2516,3659,PORK SAUSAGE RAW 2OZ LINK,10#/CS,,,,,,11,26,6,4,19,58,57,52,32,41,65,55,426,,,
41,2539,663,PORK SAUSAGE TOPPING,10 #/CASE,,,,,,14,38,-12,0,2,21,47,38,22,18,34,29,251,,,
37,2993,3018,PRETZEL BITES,500 EA/CS,,,,,,21,33,5,2,2,15,43,52,18,17,32,20,260,,,
37,1004,736,PRETZEL SOFT JUMBO 5.5OZ,50 EA/CASE,,,,,,55,49,50,0,2,18,44,1,23,28,19,85,374,,,
37,1083,558,PRETZEL STK SOFT BAVARIAN,72-2.4oz/CS,,,,,,15,70,3,1,8,10,37,25,12,7,9,11,208,,,
7,3535,421,PUDDING RTE CHOCOLATE,6-#10 CN/CS,,,,,,2,13,1,1,10,5,3,7,1,2,5,2,52,,,
7,4002,423,PUDDING RTE VANILLA,6-#10 CN/CS,,,,,,6,8,1,4,7,6,0,7,1,0,3,6,49,,,
37,2533,4117,"PUFF PASTRY SHT 10""X15""",20-12OZ/CS,,,,,,5,2,2,0,2,4,8,8,2,15,2,8,58,,,
8,8418,3064,PUMP MONIN SYRUP,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7523,978,REGISTER TAPE MICROS SYSTEM,50 ROLL/CS,,,,,,8,11,2,1,6,10,14,9,9,3,9,4,86,,,
8,9451,4380,REGISTER TAPE STICKY 80MM,18 ROLLS/CS,,,,,,6,6,0,0,8,0,16,34,22,15,26,33,166,,,
8,3578,3029,REUSABLE SHOPPING BAG,200 EA/CS,,,,,,4,6,6,0,0,0,0,17,3,3,3,3,44,,,
8,8696,1889,RIBBON FOR 2GO LABEL PRINTER,24 ROLLS/CS,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,2,,,
7,4608,1167,RICE MILK KOSHER,6-32 OZ/CS,,,,,,23,25,6,3,22,25,37,42,5,4,23,22,237,,,
37,2991,6458,ROLL CROISSANT ROUND 2.5OZ,80 EA/CS,,,,,,117,306,50,2,160,102,242,252,159,155,209,201,1955,,,
37,1034,551,ROLL DINNER ASST,96 EA/CS,,,,,,8,19,1,2,2,5,9,7,9,5,4,3,74,,,
37,2647,11,ROLL GF HAMBURGER,6-4 CT/CS,,,,,,20,26,3,2,7,29,34,21,15,8,27,47,239,,,
37,3017,4852,ROLL GF HOAGIE,12 EA/CASE,,,,,,26,35,2,1,11,15,42,31,17,17,30,21,248,,,
37,1000,541,ROLL HAMBURGER HAWAIIAN,12-8PK/CS,,,,,,79,76,18,2,0,29,108,87,63,57,74,72,665,,,
37,2806,1317,ROLL HAWAIIAN ORIGINAL SWEET,240 EA/CS,,,,,,13,11,3,1,0,3,16,16,2,0,4,10,79,,,
37,553,3218,ROLL HOT DOG POTATO,144 EA/CS,,,,,,8,20,0,9,5,19,21,21,11,11,13,18,156,,,
37,999,397,ROLL POTATO,120 EA/CS,,,,,,269,374,38,8,91,209,437,428,249,195,283,306,2887,,,
8,8410,3252,SAFTY BAG OPENER,6EA/BOX,,,,,,12,30,0,0,14,21,4,5,12,3,3,19,123,,,
7,4095,2575,SAUCE BBQ,4-1GAL/CASE,,,,,,34,32,10,3,16,25,44,64,30,28,35,43,364,,,
7,4039,4668,SAUCE BBQ DISP PACK,2-1.5GAL/CS,,,,,,53,74,21,1,24,46,88,93,59,37,59,81,636,,,
7,6172,4965,SAUCE BLACK BEAN FERMENTED,6-2 LTR/CASE,,,,,,0,0,0,0,0,1,0,0,0,0,0,6,7,,,
7,4554,2221,SAUCE CATSUP,3 GAL/CS,,,,,,88,31,3,1,81,14,92,89,54,5,82,88,628,,,
7,4526,4770,SAUCE CATSUP DISP PACK KOSHER,2-1.5GAL/CS,,,,,,175,277,68,27,74,141,318,286,201,121,205,243,2136,,,
7,4546,38,SAUCE CATSUP PICKLE DISP PACK,2-1.5 GAL/CS,,,,,,0,0,0,0,0,0,0,0,0,0,40,48,88,,,
7,3511,115,SAUCE CHEESE CHEDDAR,6/10 CN,,,,,,7,28,8,1,5,10,15,8,10,8,9,5,114,,,
7,3547,116,SAUCE CHEESE NACHO,4-107 OZ,,,,,,2,4,7,0,3,5,6,5,2,0,2,1,37,,,
7,5099,6048,SAUCE CHEESE QUESO BLANCO,6-60 OZ/CS,,,,,,58,81,6,1,68,108,217,187,117,92,134,168,1237,,,
7,3999,117,SAUCE CHILI,6-#10 CN/CS,,,,,,2,1,0,0,1,3,8,3,3,2,2,6,31,,,
7,4534,64,SAUCE CHILI SRIRACHA KOSHER,12-28 OZ/CS,,,,,,21,30,8,1,8,20,36,34,19,17,36,23,253,,,
7,6002,25,SAUCE FISH,12-25.4OZ/CS,,,,,,2,2,0,0,0,2,0,5,1,1,1,0,16,,,
7,4565,6405,SAUCE FRANKS BUFFALO DISP PACK,2-1.5 GAL/CS,,,,,,19,39,3,1,19,25,45,55,27,29,41,48,351,,,
7,4601,6425,SAUCE FRANKS STINGIN HONEY GARLIC,2 - 1 GAL/CS,,,,,,6,3,5,0,6,2,8,12,8,0,6,6,62,,,
37,2615,4701,SAUCE FZN HUNAN,4-64OZ/CS,,,,,,1,7,0,1,0,9,3,3,3,6,5,0,38,,,
37,2599,4769,SAUCE FZN STIR FRY DARK,6-4 LB/CS,,,,,,0,0,0,0,0,1,2,2,0,1,2,1,10,,,
37,514,1102,SAUCE FZN THAI CHILI GARLIC,6-4 LB/CS,,,,,,8,11,3,0,4,8,10,16,14,12,10,7,103,,,
7,4541,407,SAUCE GF TAMARI SOY,6-1.69 QT/CS,,,,,,16,24,14,0,8,30,38,38,14,21,25,32,260,,,
7,4042,1481,SAUCE HONEY MUSTARD DISP PACK,2-1.5 GAL/CS,,,,,,46,67,11,1,20,39,78,75,53,40,50,75,555,,,
7,4103,4078,SAUCE HOT KOSHER,4 GAL/CASE,,,,,,26,42,10,1,22,29,52,44,25,27,38,35,351,,,
7,5075,2466,SAUCE MUSTARD DIJON KOSHER,6-48OZ/CASE,,,,,,11,8,5,0,3,6,15,15,12,4,9,7,96,,,
7,6104,1559,SAUCE MUSTARD WHL GRAIN,GALLON,,,,,,3,2,1,1,3,3,3,8,12,3,3,4,45,,,
7,5083,100,SAUCE MUSTARD YEL,6-104 OZ/CS,,,,,,5,5,0,0,3,4,3,11,3,1,8,5,48,,,
7,5050,4674,SAUCE MUSTARD YEL DISP PACK,2-1.5GAL/CS,,,,,,6,7,6,0,8,11,22,13,10,6,11,30,130,,,
7,3490,351,SAUCE PASTA,6-#10 CN/CS,,,,,,230,260,79,22,190,268,368,340,260,123,247,270,2657,,,
7,3523,352,SAUCE PIZZA GF,6/10 CN,,,,,,136,290,52,4,84,133,248,318,112,164,191,209,1941,,,
7,4043,1468,SAUCE RANCH DISP PACK,2-1.5 GAL/CS,,,,,,43,67,8,1,24,43,80,95,116,44,56,72,649,,,
7,6010,113,SAUCE REST A-1 15OZ,12-15 OZ/CS,,,,,,4,2,2,0,3,2,4,7,3,0,4,4,35,,,
7,4094,2820,SAUCE SALSA,4 GAL/CASE,,,,,,35,31,13,9,23,35,47,54,24,18,34,33,356,,,
7,4110,120,SAUCE SOY,4-1GAL/CS,,,,,,28,47,10,5,10,35,48,42,34,19,35,39,352,,,
7,4600,6705,SAUCE SWEET BABY RAY KOREAN BBQ,4-64 OZ/CS,,,,,,7,0,0,0,7,5,5,8,4,0,2,4,42,,,
7,5530,6702,SAUCE SWEET BABY RAY NASHVILLE,4-64 OZ/CS,,,,,,2,0,0,0,2,0,0,0,0,0,6,1,11,,,
7,4563,124,SAUCE TABASCO,12/12 OZ,,,,,,8,10,1,1,5,6,15,14,6,10,5,11,92,,,
7,4569,122,SAUCE TACO,4/GAL,,,,,,4,7,2,1,0,10,5,4,1,0,1,3,38,,,
7,4089,4764,SAUCE TERIYAKI,6-5 LB/CS,,,,,,62,31,0,0,0,0,40,34,14,14,29,14,238,,,
7,4577,125,SAUCE WORCESTERSHIRE,4 GAL/CS,,,,,,0,3,3,0,1,0,3,6,4,4,3,4,31,,,
41,1052,4813,SAUSAGE BRATWURST,CATCH WGT/#,,,,,,240,40,123,0,0,0,420,220,220,220,230,90,1803,,,
8,8630,3467,SBC CLNR BARISTA MACHINE URNEX,100 EA/JAR,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
8,7491,3480,SBC CUP HOT 12OZ,920 EA/CS,,,,,,0,0,0,0,0,4,0,0,2,1,1,4,12,,,
8,7991,3618,SBC CUP HOT 16OZ,920 EA/CS,,,,,,0,0,0,0,0,2,1,2,1,1,2,3,12,,,
8,8975,3625,SBC CUP HOT SLEEVE 12/16OZ,1380 EA/CS,,,,,,0,0,0,0,0,2,0,1,0,0,0,1,4,,,
37,2583,1664,SEAWEED SALAD,4-4.4 #/CS,,,,,,4,0,1,0,0,7,23,18,10,6,15,16,100,,,
17,90,525,SEITAN BULK REF,2-5 LB/CS,,,,,,17,46,4,3,7,29,48,30,34,26,49,35,328,,,
37,2541,1138,SHELL GF PIZZA,20 EA/CS,,,,,,9,7,0,3,2,5,12,10,8,7,10,12,85,,,
7,6014,150,SHELLS TACO,200/CS,,,,,,6,6,14,0,14,9,15,15,3,0,7,5,94,,,
8,6341,4822,SHIRT ABS POLO MENS BLK 2XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6327,4825,SHIRT ABS POLO MENS BLK 3XL,EACH,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,,,
8,6357,4810,SHIRT ABS POLO MENS BLK LAR,EACH,,,,,,0,0,0,0,0,2,-1,0,0,0,0,0,1,,,
8,6373,4800,SHIRT ABS POLO MENS BLK MED,EACH,,,,,,0,0,0,0,0,0,0,0,3,0,0,0,3,,,
8,6349,4820,SHIRT ABS POLO MENS BLK XL,EACH,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,,,
8,6343,4795,SHIRT ABS POLO MENS NAVY 2XL,EACH,,,,,,0,0,0,0,0,12,0,0,0,0,1,0,13,,,
8,6329,4796,SHIRT ABS POLO MENS NAVY 3XL,EACH,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,,,
8,6359,4767,SHIRT ABS POLO MENS NAVY LAR,EACH,,,,,,0,0,0,0,0,3,-1,0,0,0,0,0,2,,,
8,6375,4750,SHIRT ABS POLO MENS NAVY MED,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6295,4777,SHIRT ABS POLO MENS NAVY XL,EACH,,,,,,0,0,0,0,0,2,13,1,0,0,0,0,16,,,
8,6339,4875,SHIRT ABS POLO MENS NVY/WHT 2XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6323,4878,SHIRT ABS POLO MENS NVY/WHT 3XL,EACH,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,3,,,
8,6355,4854,SHIRT ABS POLO MENS NVY/WHT L,EACH,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,2,,,
8,6371,4837,SHIRT ABS POLO MENS NVY/WHT M,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6347,4856,SHIRT ABS POLO MENS NVY/WHT XL,EACH,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,2,,,
8,6389,4509,SHIRT ABS POLO WMNS BLK 2XL,EACH,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,,,
8,6381,4510,SHIRT ABS POLO WMNS BLK 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6429,4486,SHIRT ABS POLO WMNS BLK MED,EACH,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,,,
8,6405,4505,SHIRT ABS POLO WMNS BLK XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6391,4450,SHIRT ABS POLO WMNS NAVY 2XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
8,6383,4451,SHIRT ABS POLO WMNS NAVY 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6415,4443,SHIRT ABS POLO WMNS NAVY LAR,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3,,,
8,6431,4442,SHIRT ABS POLO WMNS NAVY MED,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
8,6407,4448,SHIRT ABS POLO WMNS NAVY XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
8,6387,4598,SHIRT ABS POLO WMNS NVY/WHT 2XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6379,4609,SHIRT ABS POLO WMNS NVY/WHT 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6411,4562,SHIRT ABS POLO WMNS NVY/WHT L,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,,,
8,6427,4517,SHIRT ABS POLO WMNS NVY/WHT M,EACH,,,,,,0,0,0,0,0,0,0,5,0,0,1,0,6,,,
8,6403,4579,SHIRT ABS POLO WMNS NVY/WHT XL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,6221,4688,SHIRT HFS POLO MENS BLK 2XL,EACH,,,,,,0,0,0,0,0,1,0,0,4,0,2,0,7,,,
8,6213,4711,SHIRT HFS POLO MENS BLK 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,1,0,5,,,
8,6245,4684,SHIRT HFS POLO MENS BLK LAR,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,8,,,
8,6261,4678,SHIRT HFS POLO MENS BLK MED,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,4,,,
8,6237,4687,SHIRT HFS POLO MENS BLK XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,2,0,6,,,
8,6223,4671,SHIRT HFS POLO MENS NAVY 2XL,EACH,,,,,,0,0,0,0,0,9,1,0,4,0,3,0,17,,,
8,6215,4673,SHIRT HFS POLO MENS NAVY 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,3,0,7,,,
8,6247,4665,SHIRT HFS POLO MENS NAVY LAR,EACH,,,,,,0,0,0,0,0,8,1,0,4,0,1,0,14,,,
8,6263,4634,SHIRT HFS POLO MENS NAVY MED,EACH,,,,,,0,0,0,0,0,12,0,0,4,0,0,0,16,,,
8,6239,4667,SHIRT HFS POLO MENS NAVY XL,EACH,,,,,,0,0,0,0,0,18,0,0,4,0,4,0,26,,,
8,6219,4740,SHIRT HFS POLO MENS NVY/WHT 2XL,EACH,,,,,,0,0,0,0,0,1,1,0,4,0,4,0,10,,,
8,6211,4745,SHIRT HFS POLO MENS NVY/WHT 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,1,0,5,,,
8,6243,4725,SHIRT HFS POLO MENS NVY/WHT L,EACH,,,,,,0,0,0,0,0,0,1,0,4,0,1,0,6,,,
8,6259,4723,SHIRT HFS POLO MENS NVY/WHT M,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,4,,,
8,6235,4737,SHIRT HFS POLO MENS NVY/WHT XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,3,0,7,,,
8,6277,4398,SHIRT HFS POLO WMNS BLK 2XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,4,,,
8,6269,4401,SHIRT HFS POLO WMNS BLK 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,1,0,5,,,
8,6301,4338,SHIRT HFS POLO WMNS BLK LAR,EACH,,,,,,0,0,0,0,0,0,-5,0,4,3,2,0,4,,,
8,6309,4302,SHIRT HFS POLO WMNS BLK MED,EACH,,,,,,0,0,0,0,0,0,0,0,7,0,3,0,10,,,
8,6293,4388,SHIRT HFS POLO WMNS BLK XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,1,0,5,,,
8,6279,4278,SHIRT HFS POLO WMNS NAVY 2XL,EACH,,,,,,0,0,0,0,0,0,-4,0,4,0,0,0,0,,,
8,6271,4300,SHIRT HFS POLO WMNS NAVY 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,4,,,
8,6303,4256,SHIRT HFS POLO WMNS NAVY LAR,EACH,,,,,,0,0,0,0,0,0,0,0,7,2,7,2,18,,,
8,6311,4252,SHIRT HFS POLO WMNS NAVY MED,EACH,,,,,,0,0,0,0,0,0,2,0,7,3,0,0,12,,,
8,6295,4277,SHIRT HFS POLO WMNS NAVY XL,EACH,,,,,,0,0,0,0,0,0,-3,0,4,0,1,0,2,,,
8,6275,4421,SHIRT HFS POLO WMNS NVY/WHT 2XL,EACH,,,,,,0,0,0,0,0,0,-3,0,4,0,2,0,3,,,
8,6267,4437,SHIRT HFS POLO WMNS NVY/WHT 3XL,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,1,0,5,,,
8,6299,4405,SHIRT HFS POLO WMNS NVY/WHT L,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,8,,,
8,6307,4402,SHIRT HFS POLO WMNS NVY/WHT M,EACH,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,4,,,
8,6291,4414,SHIRT HFS POLO WMNS NVY/WHT XL,EACH,,,,,,0,0,0,0,0,0,-3,0,4,0,2,0,3,,,
8,3560,1543,SHIRT POLO NAVY 2XLARGE,EACH,,,,,,0,0,0,0,0,142,27,0,0,0,0,24,193,,,
8,3562,4019,SHIRT POLO NAVY 3XLARGE,EACH,,,,,,0,10,0,0,0,74,12,0,0,0,0,12,108,,,
